age,gender,weight_kg,bmi,calories,protein_ratio,water_liters,workout_minutes,workout_days,workout_intensity,fitness_score
32,Male,73.4,25.2,2071.0,0.19,3.9,4,5,1,82.2
39,Male,76.0,24.2,2480.0,0.19,2.6,88,6,1,91.9
38,Male,64.1,21.6,2339.0,0.28,2.4,0,4,2,84.7
39,Male,64.2,25.9,1997.0,0.27,2.6,13,1,3,64.7
53,Male,92.6,29.1,2027.0,0.38,3.5,82,0,2,83.9
51,Male,63.4,31.2,2191.0,0.34,3.8,30,1,3,75.0
47,Male,58.8,27.0,2152.0,0.36,2.4,50,5,2,85.1
42,Female,70.3,19.2,2116.0,0.37,2.7,78,3,1,83.3
62,Female,75.7,18.4,2094.0,0.34,3.7,18,1,1,69.5
45,Male,75.3,28.6,2614.0,0.2,1.6,31,3,3,67.8
18,Female,45.3,20.0,2064.0,0.16,3.5,56,3,2,100.0
62,Male,63.4,26.5,2290.0,0.27,2.6,30,2,3,74.7
21,Male,81.5,24.5,2927.0,0.31,2.4,57,6,2,95.1
24,Female,73.3,29.3,1946.0,0.22,2.6,25,0,3,66.4
26,Male,57.6,26.0,2258.0,0.35,2.5,47,4,1,94.9
53,Male,82.4,23.9,2273.0,0.39,3.4,40,5,2,96.4
36,Male,79.6,32.2,2197.0,0.27,3.8,24,0,2,61.0
18,Male,67.0,27.3,2212.0,0.24,2.7,46,1,2,86.2
27,Male,78.8,26.2,1936.0,0.35,3.6,53,5,3,100.0
53,Male,90.0,21.3,2308.0,0.11,3.3,56,5,3,100.0
26,Male,59.5,19.4,1649.0,0.14,2.3,71,2,1,74.1
62,Female,75.6,23.0,2739.0,0.35,3.0,60,3,2,86.7
63,Female,89.9,18.0,2714.0,0.32,3.2,3,0,2,59.6
59,Male,76.5,22.7,2101.0,0.22,1.6,30,3,2,72.8
49,Female,62.5,27.2,2516.0,0.37,2.5,66,3,2,81.2
49,Male,72.4,27.9,2112.0,0.21,4.0,40,2,3,77.5
23,Male,83.7,22.6,2203.0,0.29,3.1,25,5,2,96.7
55,Male,59.8,35.7,1996.0,0.29,2.3,67,5,2,76.4
34,Male,69.7,29.1,2446.0,0.16,2.1,65,6,1,73.8
27,Female,67.6,23.9,2026.0,0.19,2.0,18,0,2,63.1
44,Female,63.7,28.6,2436.0,0.37,2.5,86,2,3,75.9
52,Female,72.4,21.7,2187.0,0.16,2.0,24,6,3,88.4
38,Female,69.0,25.0,2195.0,0.15,1.8,46,3,2,69.5
42,Male,76.4,22.6,1753.0,0.24,2.4,70,0,3,80.0
45,Female,81.4,19.2,2218.0,0.13,3.0,7,5,1,77.4
64,Male,57.3,26.1,1856.0,0.37,1.9,2,3,1,67.9
32,Male,70.7,24.0,2218.0,0.13,1.6,86,3,3,92.3
21,Female,69.5,24.3,2782.0,0.28,1.6,32,0,2,68.9
46,Male,72.0,23.9,1783.0,0.2,2.2,27,4,2,92.1
26,Female,69.8,20.4,2156.0,0.34,2.0,21,2,3,87.3
44,Female,60.2,30.4,2009.0,0.28,2.8,29,1,2,57.7
43,Female,84.5,25.0,1888.0,0.22,2.6,46,5,2,80.1
36,Female,88.8,22.9,1963.0,0.4,2.3,35,3,1,76.5
45,Female,75.5,18.8,2641.0,0.12,3.6,58,5,3,92.9
34,Male,76.0,29.6,2721.0,0.27,2.8,13,2,3,61.6
60,Female,71.3,27.7,1886.0,0.4,1.7,72,2,1,66.8
58,Female,79.7,24.0,2320.0,0.31,2.2,85,0,3,78.7
59,Male,45.6,18.9,1924.0,0.32,3.9,13,0,2,69.1
37,Female,70.0,30.6,1997.0,0.11,3.9,78,6,1,73.5
62,Female,64.3,22.5,1585.0,0.11,2.1,55,0,1,53.8
57,Male,71.5,21.3,2840.0,0.11,1.9,23,2,1,72.8
56,Male,80.9,23.8,2529.0,0.4,2.7,48,0,1,71.1
40,Female,70.2,25.5,2004.0,0.39,2.7,42,1,2,69.1
64,Male,66.4,23.3,2285.0,0.2,2.5,2,2,2,79.1
49,Female,56.0,10.5,2080.0,0.19,2.8,22,0,3,59.2
64,Male,68.9,25.0,2484.0,0.14,2.1,19,6,1,73.3
50,Female,76.7,27.7,2098.0,0.2,1.8,14,3,2,55.3
63,Female,61.6,20.4,2142.0,0.21,2.9,42,2,2,88.8
22,Female,50.0,30.2,2001.0,0.32,3.8,79,4,1,89.3
60,Male,92.7,27.5,2381.0,0.36,1.8,70,4,3,86.3
51,Female,73.4,25.9,2863.0,0.32,3.3,32,2,2,76.1
57,Male,67.8,19.9,2115.0,0.29,2.6,54,2,3,88.5
28,Female,83.9,25.1,2111.0,0.33,2.2,82,4,3,94.3
20,Female,71.4,25.4,2192.0,0.32,3.6,81,3,3,100.0
50,Female,83.3,23.7,2278.0,0.24,2.6,40,3,1,67.0
28,Female,82.5,27.6,2110.0,0.2,3.0,17,3,3,79.1
33,Female,57.3,22.6,2082.0,0.18,2.6,2,1,1,47.8
35,Male,74.6,22.9,2225.0,0.3,1.7,2,5,3,84.1
47,Male,87.3,21.3,1675.0,0.39,3.0,15,5,2,88.8
27,Male,60.0,22.2,2036.0,0.27,2.5,42,6,2,100.0
35,Female,60.1,23.4,1600.0,0.37,1.7,22,1,2,68.0
55,Female,61.8,23.3,2052.0,0.1,3.0,86,6,2,100.0
36,Male,78.9,23.1,1916.0,0.34,1.5,14,3,2,77.4
53,Female,72.8,27.7,2388.0,0.36,2.0,72,4,2,88.5
30,Female,50.6,30.0,1979.0,0.29,3.5,57,1,2,64.2
63,Female,73.4,18.9,2090.0,0.38,1.6,39,0,2,64.3
20,Male,67.5,29.9,1556.0,0.28,3.1,37,5,2,90.3
27,Male,68.9,26.7,2507.0,0.17,3.9,81,1,2,91.9
55,Male,61.6,20.4,1874.0,0.16,1.9,5,4,1,64.9
18,Male,73.5,22.7,2055.0,0.27,2.5,45,4,2,100.0
44,Male,80.5,25.1,2433.0,0.37,2.9,5,2,2,72.3
63,Female,63.6,17.4,2435.0,0.12,2.6,84,4,2,82.3
25,Female,53.2,23.7,1867.0,0.28,3.1,19,6,2,100.0
63,Female,67.0,26.1,2358.0,0.33,2.5,18,3,3,79.9
59,Female,77.6,21.0,1855.0,0.13,1.9,13,6,3,87.4
34,Male,65.8,18.1,2270.0,0.14,1.7,64,4,3,93.4
26,Male,55.0,24.8,1965.0,0.21,3.4,28,1,1,73.2
23,Female,77.6,32.8,1895.0,0.18,2.1,30,1,1,45.1
60,Male,84.2,21.1,2211.0,0.16,3.6,24,1,2,85.1
42,Female,70.2,21.3,1983.0,0.16,3.4,70,4,3,100.0
56,Female,53.9,23.2,2806.0,0.14,1.6,45,3,2,73.2
45,Female,66.8,30.3,2015.0,0.28,2.0,51,5,2,68.0
50,Female,71.5,17.4,1842.0,0.31,2.2,15,3,2,64.0
54,Male,61.9,27.1,1930.0,0.31,3.0,10,2,2,73.4
26,Female,75.8,22.1,2195.0,0.26,3.5,17,0,2,73.6
35,Male,60.9,22.5,2234.0,0.39,1.7,55,3,2,90.1
38,Female,70.3,20.0,2293.0,0.36,2.1,55,6,2,100.0
19,Female,67.7,23.0,2473.0,0.39,2.4,56,5,2,96.9
60,Female,76.2,20.1,1699.0,0.22,2.0,68,5,2,89.8
55,Female,69.9,21.8,2487.0,0.36,2.9,65,1,1,67.8
57,Male,68.0,14.1,1926.0,0.33,2.7,73,2,1,71.1
53,Female,62.0,17.1,2320.0,0.2,2.3,89,5,2,83.6
60,Male,70.3,25.3,2716.0,0.13,2.8,87,3,3,81.4
54,Female,67.4,29.0,1961.0,0.3,2.4,89,3,2,72.9
32,Female,61.3,36.9,1948.0,0.14,2.4,15,6,3,59.9
45,Female,71.6,27.7,1893.0,0.19,2.2,88,0,2,64.1
35,Male,73.6,21.9,2099.0,0.25,2.9,5,0,3,82.5
51,Female,66.6,16.1,2580.0,0.3,2.6,51,0,1,63.1
39,Female,79.3,26.2,1866.0,0.38,2.0,54,3,1,71.0
28,Female,72.6,18.2,2052.0,0.28,1.5,75,5,1,86.7
30,Female,57.2,20.8,2493.0,0.3,1.9,72,6,2,100.0
21,Female,83.4,27.5,2387.0,0.19,1.6,48,3,2,67.8
39,Male,77.7,25.2,2050.0,0.31,2.6,71,1,1,72.6
24,Male,80.0,20.3,2137.0,0.23,2.1,55,4,2,91.5
60,Female,74.0,17.2,2475.0,0.36,2.6,40,0,2,67.9
41,Female,46.6,24.8,2675.0,0.22,2.3,70,1,2,74.7
21,Male,80.9,25.3,2710.0,0.24,2.8,55,1,3,98.9
45,Female,70.6,30.0,2614.0,0.23,3.3,88,5,3,88.6
32,Male,73.5,14.0,1999.0,0.34,2.7,62,2,2,71.5
18,Female,75.4,24.5,2746.0,0.39,1.7,27,1,1,69.8
20,Female,89.4,27.7,1978.0,0.2,1.5,74,0,2,74.6
31,Male,64.5,22.3,1705.0,0.24,2.0,30,4,1,79.1
55,Female,64.8,17.6,2234.0,0.31,2.6,54,6,1,84.3
18,Male,61.5,20.3,2643.0,0.37,1.6,51,1,3,96.3
55,Male,59.3,24.1,2399.0,0.25,2.3,73,6,3,100.0
55,Male,59.5,22.1,2178.0,0.13,3.7,65,3,2,98.2
38,Female,51.5,25.2,2287.0,0.21,1.7,45,3,3,75.6
46,Male,74.3,29.1,2360.0,0.27,3.9,3,1,1,68.2
22,Male,89.9,22.4,2244.0,0.23,3.6,21,0,2,82.0
27,Female,90.5,28.9,2111.0,0.16,3.6,44,5,2,83.5
45,Female,61.5,23.5,1978.0,0.11,3.7,27,5,2,81.5
38,Female,67.3,25.4,2234.0,0.31,1.7,9,4,3,72.5
24,Female,82.3,23.5,2163.0,0.4,1.9,65,4,3,94.3
20,Female,74.3,25.5,2201.0,0.38,1.8,48,0,1,78.8
62,Female,71.3,26.2,2514.0,0.3,1.8,86,3,3,80.9
64,Male,67.4,26.6,2126.0,0.35,2.3,79,3,2,84.7
37,Female,81.8,24.0,2138.0,0.18,3.6,72,5,2,99.8
36,Male,59.3,10.7,2257.0,0.29,2.1,50,6,1,73.1
52,Female,74.8,26.4,2988.0,0.12,2.1,42,5,3,64.0
21,Male,73.4,16.1,1872.0,0.31,3.2,5,2,2,69.0
22,Male,70.4,21.6,2528.0,0.39,1.7,24,1,3,88.3
18,Female,77.9,14.4,2110.0,0.36,2.4,3,5,1,79.4
21,Female,70.3,30.8,2182.0,0.26,2.2,75,1,1,68.5
29,Male,64.7,25.7,1806.0,0.34,3.6,23,5,2,86.4
44,Female,70.9,22.7,2764.0,0.38,2.8,55,6,2,96.2
59,Female,54.1,29.7,2267.0,0.16,3.1,54,3,2,66.5
40,Male,76.1,26.1,2398.0,0.34,1.8,53,1,1,79.9
42,Male,78.7,24.5,1750.0,0.18,3.8,2,0,1,62.7
38,Male,63.4,25.6,2007.0,0.36,2.3,75,4,1,90.0
41,Female,61.1,22.5,2324.0,0.13,3.3,46,5,2,94.6
42,Female,63.8,19.0,2152.0,0.15,3.9,29,2,2,81.2
62,Female,69.4,27.8,2334.0,0.32,2.8,75,0,2,70.2
63,Female,72.2,23.7,2831.0,0.15,2.8,40,0,3,71.9
49,Male,86.2,17.0,2351.0,0.15,1.8,54,0,2,64.8
49,Female,84.9,26.0,2065.0,0.27,2.5,58,1,3,77.1
22,Male,78.3,24.2,2005.0,0.35,3.6,39,4,1,96.5
53,Female,71.2,30.8,1970.0,0.18,1.8,44,6,2,67.7
63,Female,60.7,25.1,2072.0,0.35,3.8,21,6,1,87.9
59,Male,86.8,19.3,2084.0,0.34,3.2,14,2,1,69.0
59,Female,67.5,16.8,2236.0,0.27,2.6,16,3,2,69.5
56,Female,72.8,29.1,2358.0,0.29,2.9,58,0,3,66.6
33,Male,76.3,23.7,2331.0,0.11,1.9,24,0,1,70.2
50,Female,70.6,20.5,2240.0,0.21,2.0,42,6,1,83.5
38,Male,81.5,21.1,2260.0,0.18,2.2,63,0,2,76.2
26,Male,74.6,29.2,2961.0,0.15,2.5,50,3,1,59.6
23,Male,79.9,25.9,1983.0,0.22,3.8,60,6,2,100.0
62,Male,74.5,28.4,2189.0,0.21,2.4,44,5,3,87.0
52,Female,69.6,25.0,1664.0,0.32,2.8,2,1,2,59.5
56,Female,70.7,20.7,2085.0,0.28,1.9,35,1,3,77.9
39,Female,69.4,31.1,1930.0,0.37,3.3,78,4,1,79.7
58,Male,57.2,22.4,1981.0,0.14,2.9,63,1,1,82.1
22,Female,60.0,27.2,1844.0,0.12,2.6,27,1,2,57.4
59,Female,77.4,28.3,1794.0,0.26,3.9,44,2,3,78.8
40,Female,57.4,24.0,2237.0,0.1,3.7,83,2,3,82.8
34,Female,66.0,19.5,2413.0,0.34,3.1,20,6,1,90.7
29,Male,59.5,21.3,1969.0,0.25,3.8,26,1,2,86.7
40,Male,65.4,26.7,1592.0,0.25,2.9,82,2,1,80.1
33,Female,68.4,26.1,2233.0,0.21,3.6,75,5,2,99.2
20,Male,65.9,29.2,2341.0,0.21,2.5,34,4,2,81.5
47,Female,55.7,28.6,2402.0,0.23,1.7,47,1,3,63.2
39,Female,68.1,20.2,1894.0,0.1,4.0,22,2,2,79.4
26,Female,60.4,29.8,2018.0,0.13,1.9,63,3,3,72.7
46,Male,63.6,19.9,1867.0,0.25,2.1,12,2,3,72.7
64,Female,77.4,26.4,1978.0,0.15,1.9,29,2,2,63.5
54,Male,79.6,33.7,1963.0,0.33,2.3,73,6,2,86.3
40,Male,56.9,25.2,2047.0,0.18,2.2,19,3,2,68.6
30,Female,85.7,16.9,2125.0,0.13,3.0,5,4,2,79.2
49,Male,64.9,22.7,2234.0,0.17,4.0,18,3,2,88.1
63,Male,64.0,32.7,1946.0,0.21,1.6,66,4,1,66.8
64,Female,61.1,23.2,2158.0,0.11,3.4,73,5,2,96.3
40,Male,70.6,29.3,1928.0,0.14,1.8,9,6,2,70.8
62,Male,89.8,20.2,1673.0,0.2,1.5,55,3,1,65.4
34,Female,54.6,22.6,2362.0,0.19,3.1,20,4,2,92.8
57,Female,49.4,23.1,2001.0,0.34,3.7,55,4,2,91.6
38,Male,72.7,31.8,1680.0,0.35,1.9,56,0,2,57.5
19,Female,75.7,22.8,2368.0,0.16,2.4,1,6,2,92.0
54,Female,70.5,16.5,2125.0,0.14,1.9,38,0,3,55.9
23,Male,76.0,33.5,2336.0,0.29,3.8,60,2,2,85.8
61,Male,58.7,24.9,2326.0,0.34,2.2,44,3,2,88.4
35,Female,60.6,26.6,1872.0,0.39,2.6,27,4,1,65.1
47,Male,71.2,17.6,2479.0,0.1,3.7,17,0,2,69.4
39,Female,87.6,25.0,1650.0,0.22,2.9,13,2,2,64.1
50,Female,75.6,24.1,2081.0,0.32,3.8,54,2,2,86.7
47,Male,76.1,20.1,2061.0,0.35,3.8,58,2,2,85.9
34,Male,59.3,26.7,1967.0,0.12,2.7,18,0,2,72.0
60,Female,74.2,17.2,2568.0,0.3,3.0,40,5,2,86.2
49,Female,58.2,20.1,2290.0,0.19,2.1,11,1,1,56.6
59,Female,87.7,28.8,1778.0,0.12,4.0,19,6,1,66.9
31,Female,59.9,21.1,1821.0,0.25,2.2,33,6,3,100.0
27,Male,62.0,22.0,2846.0,0.15,3.5,35,5,2,99.4
64,Female,55.3,24.4,2057.0,0.32,2.3,20,5,2,75.4
53,Male,70.9,22.5,1961.0,0.32,2.3,55,2,2,87.6
51,Male,70.4,26.8,2547.0,0.35,1.8,82,6,3,95.4
26,Female,85.1,24.7,1667.0,0.21,2.9,40,6,2,82.9
59,Male,77.8,18.0,2616.0,0.1,2.1,40,1,2,65.2
45,Male,62.1,21.1,1961.0,0.18,1.9,42,1,2,77.7
28,Female,78.7,20.6,2354.0,0.24,2.1,71,1,2,82.9
31,Male,57.6,22.1,2056.0,0.31,2.1,85,2,1,95.2
56,Male,62.8,24.4,1728.0,0.21,2.8,37,4,2,87.7
64,Female,71.2,25.2,2254.0,0.26,2.5,17,1,3,73.9
36,Female,58.7,14.5,2484.0,0.26,1.7,7,0,1,48.6
32,Female,80.6,28.1,1495.0,0.15,2.8,65,0,2,56.7
45,Female,92.8,23.6,1853.0,0.29,3.5,19,1,3,75.1
41,Female,67.1,19.5,2571.0,0.23,2.9,68,1,3,85.0
25,Female,63.5,27.8,2319.0,0.34,3.9,56,1,2,83.0
60,Female,68.7,15.6,2339.0,0.31,1.7,17,6,2,77.9
26,Male,64.4,17.7,2479.0,0.13,3.6,59,0,2,82.5
64,Male,72.6,32.5,2340.0,0.25,2.8,86,3,1,78.0
50,Female,56.8,24.6,2244.0,0.31,2.8,1,4,2,79.2
50,Male,73.2,21.1,2535.0,0.13,2.8,41,3,2,81.2
36,Male,89.1,24.4,2083.0,0.34,2.3,63,0,1,71.1
20,Female,50.0,23.3,2195.0,0.17,2.3,43,0,2,83.1
27,Male,58.3,24.1,2448.0,0.25,3.1,50,2,2,97.7
57,Female,65.5,26.0,1971.0,0.38,1.6,64,3,1,68.4
64,Male,75.4,23.2,2627.0,0.27,3.0,64,1,2,86.7
59,Female,78.9,25.4,2287.0,0.23,3.3,53,5,2,91.7
18,Male,78.1,23.4,1855.0,0.1,2.4,38,6,2,92.2
46,Male,53.1,20.7,2142.0,0.14,2.0,7,1,2,76.6
51,Male,63.3,19.6,1784.0,0.27,2.0,66,0,3,77.9
30,Female,61.0,29.3,2226.0,0.25,1.7,75,2,2,80.5
18,Male,69.3,26.6,2086.0,0.21,1.7,48,3,2,90.8
51,Male,70.2,28.1,1941.0,0.38,1.9,88,2,1,77.6
46,Female,56.3,24.0,1666.0,0.2,1.5,35,4,1,72.6
64,Female,65.6,24.9,1962.0,0.26,2.2,6,2,2,64.9
30,Male,75.8,23.3,2146.0,0.27,2.3,14,4,2,94.9
46,Male,63.7,28.6,2088.0,0.26,4.0,84,6,2,100.0
56,Male,68.0,22.6,1774.0,0.24,4.0,24,3,2,85.9
41,Male,87.0,20.1,2206.0,0.2,2.0,56,1,2,74.1
43,Female,89.9,26.1,1904.0,0.37,2.0,37,4,2,80.5
34,Male,48.4,23.4,2477.0,0.24,2.7,36,1,3,86.6
24,Male,71.1,25.0,2521.0,0.26,1.9,15,6,1,87.8
30,Female,99.2,26.8,2123.0,0.3,2.8,0,6,3,87.9
22,Male,74.8,21.7,2673.0,0.12,2.5,46,2,3,96.3
43,Male,70.2,23.1,2158.0,0.33,2.3,51,2,1,85.4
20,Male,83.1,22.8,1810.0,0.25,3.6,36,6,2,100.0
24,Female,72.2,29.1,2556.0,0.3,3.6,44,3,1,82.5
56,Female,77.1,24.1,2684.0,0.33,4.0,13,1,3,82.3
18,Male,67.9,24.6,2498.0,0.36,2.1,56,3,2,93.5
34,Male,72.0,19.4,1971.0,0.22,3.7,33,4,1,84.8
60,Female,74.3,26.9,1829.0,0.34,2.8,65,2,2,68.9
42,Male,78.7,25.7,2095.0,0.18,3.0,30,2,2,86.5
20,Male,65.7,20.7,2943.0,0.3,3.7,82,2,2,100.0
32,Female,65.4,31.7,1847.0,0.13,3.9,82,5,1,80.2
46,Female,50.7,25.3,2446.0,0.11,3.3,43,2,2,70.1
60,Female,66.1,21.5,2172.0,0.13,2.4,22,6,3,92.8
49,Male,79.5,24.0,2483.0,0.2,2.7,80,2,3,96.8
43,Male,74.6,22.5,1822.0,0.11,3.0,65,4,2,98.5
33,Male,60.0,30.2,2125.0,0.29,3.6,10,4,3,89.2
42,Male,51.0,27.7,1931.0,0.19,3.1,48,6,3,85.6
45,Female,68.6,25.8,1948.0,0.32,2.4,77,3,1,79.4
26,Male,79.2,30.9,2421.0,0.11,2.5,57,0,2,77.6
18,Male,65.2,19.8,1864.0,0.17,1.6,28,2,1,74.7
46,Female,55.6,27.1,2287.0,0.22,3.8,82,2,2,89.1
39,Female,64.1,26.2,2217.0,0.21,1.7,50,0,3,62.8
33,Male,73.3,23.1,1914.0,0.14,2.9,0,3,3,87.5
58,Female,82.4,23.1,1979.0,0.4,3.7,4,4,3,88.0
61,Female,67.4,27.7,2300.0,0.19,2.6,33,2,1,50.5
58,Male,80.5,27.4,2192.0,0.32,3.5,77,3,3,94.7
24,Male,79.4,18.3,2211.0,0.17,3.5,18,0,3,90.2
31,Male,58.2,31.3,2130.0,0.36,1.6,87,4,2,87.6
46,Male,82.5,28.6,2111.0,0.22,2.5,39,4,2,77.2
36,Female,73.0,22.9,2194.0,0.37,3.2,80,3,3,100.0
36,Female,57.9,20.8,2632.0,0.2,2.6,65,1,3,77.9
19,Male,87.6,28.4,2359.0,0.1,2.9,80,1,1,80.6
58,Male,68.7,26.0,2161.0,0.26,3.0,63,5,1,85.0
62,Female,50.6,26.9,1875.0,0.26,1.9,71,5,3,75.0
32,Male,62.9,26.3,2074.0,0.14,2.5,16,1,2,75.1
20,Male,60.5,28.9,1924.0,0.17,1.6,37,6,1,82.5
28,Male,63.2,27.4,1961.0,0.34,1.9,89,0,2,80.5
63,Male,65.5,21.9,1639.0,0.11,2.8,42,1,2,74.3
47,Female,67.4,21.6,2197.0,0.25,2.9,39,3,2,78.0
57,Male,67.0,25.4,2820.0,0.26,1.9,44,4,2,76.7
35,Female,69.0,33.2,2259.0,0.31,3.4,39,3,2,70.6
19,Male,75.9,23.4,2418.0,0.11,2.4,70,3,2,94.8
49,Male,62.5,25.5,2488.0,0.28,3.8,87,2,3,100.0
25,Female,81.8,27.6,2114.0,0.1,2.5,89,0,3,73.3
39,Male,57.7,22.3,2134.0,0.18,1.9,29,4,3,80.1
23,Female,76.2,27.2,1781.0,0.25,3.4,34,2,2,77.1
29,Male,86.4,24.1,2259.0,0.37,2.9,65,6,2,100.0
64,Male,68.2,29.0,2217.0,0.14,2.5,43,0,2,67.3
57,Male,71.9,20.2,1943.0,0.15,2.4,3,4,2,69.9
53,Male,60.3,33.3,2545.0,0.3,1.9,63,2,3,66.9
32,Male,64.9,22.8,1967.0,0.21,2.4,4,5,2,88.6
45,Female,85.7,26.1,3054.0,0.29,1.6,47,1,2,61.6
62,Female,77.5,24.0,2321.0,0.4,2.8,65,3,3,82.5
35,Male,74.2,19.7,2193.0,0.4,3.7,26,5,2,99.4
19,Male,50.6,27.3,2782.0,0.21,3.5,23,1,2,79.9
30,Female,62.8,22.9,1515.0,0.25,1.6,55,4,1,70.1
62,Female,87.4,26.1,2114.0,0.37,3.7,44,5,2,89.9
32,Male,74.1,20.8,2070.0,0.13,2.6,67,5,2,95.5
37,Male,75.4,23.0,2146.0,0.24,2.0,27,2,2,83.7
46,Female,71.7,22.8,2268.0,0.21,3.4,4,2,1,74.8
59,Male,63.9,26.2,2137.0,0.19,2.3,46,2,1,66.5
46,Female,73.3,25.2,2620.0,0.4,2.1,4,3,1,55.8
20,Male,54.7,23.3,2331.0,0.32,1.9,4,2,3,94.6
36,Female,53.9,22.5,2345.0,0.22,2.7,47,0,2,76.8
20,Female,62.6,25.3,2339.0,0.35,1.7,72,0,2,82.2
31,Male,71.9,24.8,1813.0,0.25,3.5,46,0,2,75.9
57,Female,54.3,24.5,2261.0,0.36,2.7,61,5,2,92.4
21,Male,71.3,31.9,2271.0,0.18,2.6,26,1,3,74.1
28,Male,60.1,26.2,1863.0,0.17,1.5,3,4,2,77.3
48,Male,61.4,31.7,2466.0,0.17,3.5,48,1,1,64.7
60,Male,83.0,23.7,1589.0,0.26,2.7,87,5,2,95.6
49,Female,70.4,23.8,2956.0,0.19,2.6,64,1,2,66.1
44,Male,61.0,22.0,2189.0,0.14,3.4,79,3,2,100.0
47,Male,71.9,25.2,1943.0,0.4,1.7,86,5,1,92.0
60,Male,55.3,22.7,2385.0,0.37,2.4,60,1,2,78.2
19,Male,73.8,22.1,2388.0,0.29,2.9,19,3,2,92.3
26,Female,81.1,16.4,2814.0,0.37,2.7,80,6,2,100.0
45,Male,76.6,29.9,2735.0,0.38,2.0,7,0,3,48.8
48,Female,91.6,22.5,1801.0,0.3,2.2,81,0,2,71.6
51,Female,50.6,29.9,2119.0,0.26,2.3,12,1,2,58.8
32,Female,71.3,23.6,1927.0,0.36,4.0,72,1,2,86.1
42,Male,56.6,26.6,2423.0,0.27,2.3,36,6,2,77.3
53,Male,68.3,24.3,2625.0,0.14,2.0,42,0,2,63.6
25,Male,70.0,25.7,1805.0,0.21,3.6,55,6,2,98.8
26,Male,92.8,20.0,2181.0,0.23,2.6,49,2,3,93.4
54,Female,69.4,28.7,2010.0,0.38,2.6,81,0,3,72.8
62,Female,69.2,22.5,2453.0,0.3,2.9,19,6,1,83.8
56,Male,80.1,27.7,2323.0,0.36,3.0,47,2,1,81.7
49,Male,69.5,18.2,2553.0,0.33,3.0,18,0,2,63.2
34,Male,88.3,21.0,2074.0,0.19,1.6,68,4,2,87.0
52,Male,76.7,25.5,2165.0,0.32,3.5,16,3,2,88.2
54,Male,78.3,23.3,2318.0,0.16,2.0,27,3,2,86.7
36,Male,51.3,25.8,2119.0,0.22,2.2,35,4,3,80.9
61,Male,89.9,24.8,2290.0,0.34,1.9,37,2,2,79.0
46,Female,63.4,31.3,2581.0,0.28,3.4,81,1,2,70.0
24,Female,69.9,26.2,2840.0,0.35,3.0,69,1,2,79.4
45,Female,63.5,22.3,2054.0,0.18,3.4,25,3,3,77.2
26,Female,59.8,22.4,2844.0,0.32,3.1,78,1,1,91.2
45,Male,58.0,28.8,2049.0,0.16,1.8,0,2,1,40.9
23,Male,71.0,17.9,2461.0,0.26,2.3,80,6,2,92.1
46,Male,50.3,26.2,2052.0,0.23,2.8,1,1,3,73.5
34,Male,67.6,19.5,1891.0,0.27,2.3,35,0,3,76.9
33,Male,80.6,28.4,2567.0,0.14,2.0,55,4,2,81.9
40,Female,76.3,22.3,2185.0,0.21,3.7,34,3,1,72.3
48,Male,74.3,26.1,2585.0,0.3,3.4,26,6,2,90.2
20,Female,61.0,24.1,2426.0,0.27,2.4,66,1,3,99.3
38,Male,54.1,18.5,2323.0,0.26,3.4,55,6,2,95.7
43,Female,80.4,26.6,2365.0,0.25,3.1,45,2,2,76.3
53,Male,65.5,21.1,2527.0,0.38,1.5,19,1,2,74.9
59,Female,69.2,27.2,2478.0,0.38,2.5,7,6,3,78.1
54,Male,68.0,20.0,2079.0,0.21,2.2,71,4,2,99.7
39,Male,76.7,25.0,2327.0,0.21,2.0,25,0,2,67.6
59,Male,88.4,24.2,2650.0,0.27,2.1,73,5,2,88.8
29,Male,84.6,21.6,2214.0,0.13,3.9,61,3,2,100.0
59,Female,46.7,29.5,2052.0,0.19,2.7,32,3,2,52.4
30,Male,66.9,24.1,2014.0,0.17,3.6,60,2,1,78.8
28,Female,56.5,22.3,2455.0,0.17,2.0,19,0,2,67.7
33,Male,79.4,25.2,2128.0,0.29,1.9,67,1,1,80.8
25,Female,70.0,18.2,2309.0,0.22,3.7,86,1,3,93.4
57,Male,76.1,33.8,2114.0,0.15,2.7,28,5,1,53.4
57,Male,66.1,19.7,2552.0,0.37,3.7,45,6,3,100.0
62,Female,59.6,26.2,2245.0,0.36,1.7,36,5,3,81.1
19,Male,61.3,24.2,2628.0,0.36,3.8,89,6,2,100.0
47,Male,54.7,28.7,2617.0,0.22,2.5,52,5,2,82.0
47,Female,57.4,24.7,2174.0,0.12,1.9,4,2,1,59.2
29,Male,55.3,21.4,2600.0,0.13,3.2,87,0,1,94.5
27,Female,59.6,16.6,2099.0,0.18,3.5,65,2,1,91.7
61,Male,59.1,16.9,2280.0,0.17,1.6,14,4,2,74.5
28,Female,73.9,23.0,1966.0,0.36,4.0,45,4,2,100.0
32,Female,73.5,29.5,2378.0,0.4,3.2,56,1,2,69.8
33,Female,73.9,17.3,2290.0,0.35,2.3,7,4,2,75.6
34,Female,81.7,31.4,2354.0,0.32,1.9,36,2,2,56.2
43,Male,69.2,28.3,1792.0,0.28,2.5,56,3,1,75.1
19,Male,62.2,18.6,1603.0,0.33,2.1,13,4,1,82.0
29,Female,92.1,19.7,1860.0,0.38,2.7,4,6,2,95.7
